"TAZ","access_nearby_sov","access_transit","access_walk","N_NH_K12_All_sov_AM","N_NH_K12_All_sov_MD","N_NH_K12_All_sov_PM","N_NH_K12_All_sov_NT","N_NH_K12_All_hov2_AM","N_NH_K12_All_hov2_MD","N_NH_K12_All_hov2_PM","N_NH_K12_All_hov2_NT","N_NH_K12_All_hov3_AM","N_NH_K12_All_hov3_MD","N_NH_K12_All_hov3_PM","N_NH_K12_All_hov3_NT","N_NH_K12_All_walkbike_AM","N_NH_K12_All_walkbike_MD","N_NH_K12_All_walkbike_PM","N_NH_K12_All_walkbike_NT","N_NH_OME_All_sov_AM","N_NH_OME_All_sov_MD","N_NH_OME_All_sov_PM","N_NH_OME_All_sov_NT","N_NH_OME_All_hov2_AM","N_NH_OME_All_hov2_MD","N_NH_OME_All_hov2_PM","N_NH_OME_All_hov2_NT","N_NH_OME_All_hov3_AM","N_NH_OME_All_hov3_MD","N_NH_OME_All_hov3_PM","N_NH_OME_All_hov3_NT","N_NH_OME_All_walkbike_AM","N_NH_OME_All_walkbike_MD","N_NH_OME_All_walkbike_PM","N_NH_OME_All_walkbike_NT","N_NH_OME_All_t_AM","N_NH_OME_All_t_MD","N_NH_OME_All_t_PM","N_NH_OME_All_t_NT","N_NH_O_All_sov_AM","N_NH_O_All_sov_MD","N_NH_O_All_sov_PM","N_NH_O_All_sov_NT","N_NH_O_All_hov2_AM","N_NH_O_All_hov2_MD","N_NH_O_All_hov2_PM","N_NH_O_All_hov2_NT","N_NH_O_All_hov3_AM","N_NH_O_All_hov3_MD","N_NH_O_All_hov3_PM","N_NH_O_All_hov3_NT","N_NH_O_All_auto_pay_AM","N_NH_O_All_auto_pay_MD","N_NH_O_All_auto_pay_PM","N_NH_O_All_auto_pay_NT","N_NH_O_All_walkbike_AM","N_NH_O_All_walkbike_MD","N_NH_O_All_walkbike_PM","N_NH_O_All_walkbike_NT","N_NH_O_All_t_AM","N_NH_O_All_t_MD","N_NH_O_All_t_PM","N_NH_O_All_t_NT","W_NH_EK12_All_sov_AM","W_NH_EK12_All_sov_MD","W_NH_EK12_All_sov_PM","W_NH_EK12_All_sov_NT","W_NH_EK12_All_hov2_AM","W_NH_EK12_All_hov2_MD","W_NH_EK12_All_hov2_PM","W_NH_EK12_All_hov2_NT","W_NH_EK12_All_hov3_AM","W_NH_EK12_All_hov3_MD","W_NH_EK12_All_hov3_PM","W_NH_EK12_All_hov3_NT","W_NH_EK12_All_walkbike_AM","W_NH_EK12_All_walkbike_MD","W_NH_EK12_All_walkbike_PM","W_NH_EK12_All_walkbike_NT","W_NH_O_All_sov_AM","W_NH_O_All_sov_MD","W_NH_O_All_sov_PM","W_NH_O_All_sov_NT","W_NH_O_All_hov2_AM","W_NH_O_All_hov2_MD","W_NH_O_All_hov2_PM","W_NH_O_All_hov2_NT","W_NH_O_All_hov3_AM","W_NH_O_All_hov3_MD","W_NH_O_All_hov3_PM","W_NH_O_All_hov3_NT","W_NH_O_All_walkbike_AM","W_NH_O_All_walkbike_MD","W_NH_O_All_walkbike_PM","W_NH_O_All_walkbike_NT","W_NH_O_All_t_AM","W_NH_O_All_t_MD","W_NH_O_All_t_PM","W_NH_O_All_t_NT","W_NH_WR_All_sov_AM","W_NH_WR_All_sov_MD","W_NH_WR_All_sov_PM","W_NH_WR_All_sov_NT","W_NH_WR_All_hov2_AM","W_NH_WR_All_hov2_MD","W_NH_WR_All_hov2_PM","W_NH_WR_All_hov2_NT","W_NH_WR_All_hov3_AM","W_NH_WR_All_hov3_MD","W_NH_WR_All_hov3_PM","W_NH_WR_All_hov3_NT","W_NH_WR_All_auto_pay_AM","W_NH_WR_All_auto_pay_MD","W_NH_WR_All_auto_pay_PM","W_NH_WR_All_auto_pay_NT","W_NH_WR_All_walkbike_AM","W_NH_WR_All_walkbike_MD","W_NH_WR_All_walkbike_PM","W_NH_WR_All_walkbike_NT"
2192,9.22529,2.31001,1.51701,0.121329,0.277346,0.264442,0.288365,0.319096,0.707026,0.691213,0.726584,0.649766,1.39027,1.39283,1.39754,0.139235,0.180986,0.184218,0.147356,20.8183,198.24,101.065,113.914,17.5269,125.222,67.5567,75.4675,10.7427,91.6992,48.2191,54.6584,1.777,14.0898,7.42594,8.10042,0.110025,0.166849,0.335311,0.115046,5.97798,21.381,15.7319,17.4126,7.96086,23.7554,18.3443,16.9973,3.68529,10.9553,9.05257,9.53511,0.0196025,0.0538855,0.044698,0.0632244,2.34121,12.1218,7.67765,7.8866,0.355767,0.412611,0.785349,0.362466,1.43282,1.22945,2.30114,2.80329,1.40858,1.35095,2.72013,3.59751,0.895116,0.858234,1.72835,2.28615,0.00,0.00,0.00,0.00,50.0425,47.9785,96.6174,127.805,9.68576,8.99509,17.753,22.9886,4.61946,4.32009,8.56697,11.1341,8.59852,7.69531,14.8174,18.6763,0.330148,0.221541,0.623681,0.515423,4.2207,3.71519,7.07981,8.81443,1.12724,1.0807,2.17618,2.87879,1.13835,0.975838,1.82161,2.21522,0.108716,0.103617,0.209073,0.277068,0.895251,0.778721,1.47146,1.81479
2193,9.20346,2.32896,1.41388,0.0797011,0.174037,0.171632,0.183163,0.206715,0.437352,0.442235,0.454741,0.419221,0.848243,0.885464,0.862835,0.0997818,0.121104,0.12662,0.0974842,6.62491,46.522,25.813,28.7517,7.19885,34.235,21.4319,23.7554,3.88716,22.771,13.496,15.2478,0.762812,4.33366,2.54685,2.69092,0.0672703,0.0845405,0.176295,0.0589641,3.54273,9.46695,8.19954,8.89648,4.60112,10.2726,9.68587,8.34228,2.26028,5.30357,5.03885,5.12233,0.0138046,0.038087,0.0316907,0.0447607,1.28075,4.24859,3.28945,3.09626,0.234977,0.242921,0.493179,0.216262,0.594051,0.49668,0.91676,1.0964,0.528866,0.507811,1.02096,1.35426,0.333991,0.320543,0.644622,0.855294,0.00,0.00,0.00,0.00,18.6704,17.9181,36.0328,47.8107,3.66369,3.39098,6.67683,8.65134,1.75022,1.63003,3.2224,4.1898,3.49406,3.07166,5.85432,7.29889,0.157291,0.108153,0.287908,0.256392,1.71079,1.47326,2.77419,3.40605,0.420524,0.403569,0.81154,1.07685,0.449547,0.37934,0.703692,0.848125,0.0405803,0.0387378,0.0780551,0.103739,0.36997,0.313664,0.584096,0.707616
2194,8.36045,0.00,1.29966,0.048051,0.116246,0.0967103,0.122656,0.119332,0.281372,0.235554,0.293245,0.23421,0.532771,0.447822,0.543415,0.123155,0.139374,0.123448,0.106932,2.66315,13.6941,7.99504,9.43515,3.60541,13.2745,8.69161,10.5629,1.74746,7.47817,4.74732,5.79128,0.652745,3.3377,1.97495,2.21438,0.00,0.00,0.00,0.00,1.98967,5.24323,4.15753,5.25085,2.24069,5.19342,3.98665,4.4113,1.20533,2.93504,2.40164,2.9539,0.00793552,0.0224641,0.0182418,0.0262552,1.03091,3.27615,2.33465,2.52539,0.00,0.00,0.00,0.00,0.323543,0.270055,0.478552,0.577867,0.290769,0.280941,0.557912,0.741271,0.171792,0.165675,0.329092,0.43792,0.00,0.00,0.00,0.00,9.60567,9.2628,18.403,24.484,1.9904,1.83911,3.53775,4.59066,0.919818,0.85637,1.65099,2.15873,2.1408,1.9103,3.57339,4.50778,0.00,0.00,0.00,0.00,0.921778,0.792477,1.44222,1.78283,0.216404,0.208662,0.414639,0.551552,0.254943,0.212944,0.376789,0.454906,0.0205321,0.0196884,0.0392588,0.0522371,0.216147,0.180115,0.320351,0.384737
2195,8.63986,0.00,0.801927,0.12162,0.249181,0.242941,0.260403,0.319451,0.624428,0.628473,0.645064,0.654168,1.21071,1.25786,1.22511,0.108215,0.131537,0.143943,0.109535,5.28195,16.584,12.3897,13.4159,7.82598,20.5915,16.781,18.6007,3.71845,10.6009,8.44875,9.51004,0.601788,1.98795,1.41509,1.39521,0.00,0.00,0.00,0.00,4.97244,10.6652,10.0793,10.9401,6.68307,11.5771,12.174,10.4214,3.30126,6.413,6.46868,6.50972,0.0147345,0.041297,0.0338383,0.0483779,1.57983,3.00513,3.0242,2.52889,0.00,0.00,0.00,0.00,0.214901,0.197178,0.378453,0.482016,0.267226,0.258763,0.517889,0.682833,0.167898,0.162511,0.325328,0.429035,0.00,0.00,0.00,0.00,9.38898,9.08669,18.1934,23.9893,1.70911,1.63367,3.23728,4.23645,0.819711,0.786755,1.55801,2.04735,1.45369,1.36613,2.67307,3.45407,0.00,0.00,0.00,0.00,0.668704,0.622156,1.20884,1.55411,0.211545,0.204711,0.409936,0.540449,0.168975,0.155076,0.297354,0.378877,0.0202361,0.019434,0.0390736,0.051545,0.142749,0.130824,0.251764,0.320237
2196,8.85693,0.00,1.3905,0.465655,0.589149,0.483996,0.529124,1.08136,1.39319,1.14336,1.25058,1.88849,2.49219,2.03497,2.229,0.503918,0.466171,0.400518,0.329083,9.86615,53.4538,30.0949,35.8799,13.1385,50.8096,31.7748,39.1347,6.48596,29.3025,17.9391,22.1602,1.75002,9.50142,5.37265,6.04598,0.00,0.00,0.00,0.00,6.88944,18.8314,14.3653,18.8374,7.23755,17.7516,12.2988,14.5072,5.54866,11.2482,8.8597,10.9673,0.0336149,0.095595,0.0772964,0.111563,2.58724,8.7585,5.87398,6.55728,0.00,0.00,0.00,0.00,27.997,3.82427,14.49,8.86659,9.93915,1.80868,5.96773,4.48115,4.00366,0.85626,2.61725,2.14709,0.00,0.00,0.00,0.00,35.3231,26.4643,54.7249,69.4138,5.45151,5.05498,9.68637,12.5646,2.52123,2.35655,4.52503,5.91525,5.86715,5.2445,9.77778,12.3161,0.00,0.00,0.00,0.00,6.11102,2.59271,5.7023,5.852,0.591463,0.572929,1.13366,1.50875,0.702452,0.587599,1.03698,1.24889,0.0568373,0.0547068,0.108661,0.144667,0.593581,0.49593,0.879603,1.05468
2197,9.26252,3.85444,1.73242,0.100963,0.237927,0.226686,0.251446,0.235925,0.545426,0.527224,0.569193,0.46212,1.0216,1.01818,1.04536,0.0712206,0.0955869,0.102568,0.0787083,7.92071,54.4081,30.0054,33.362,8.94509,41.5666,25.8775,28.8028,4.59056,26.4073,15.5908,17.7038,0.848258,4.82897,2.81572,2.85747,0.208812,0.225199,0.511217,0.164625,4.47419,12.515,10.6362,11.8884,5.05261,12.1829,10.8341,9.54535,2.60507,6.5767,6.03227,6.43207,0.0291914,0.0773211,0.0684258,0.0904392,1.17255,4.23377,3.17042,2.96461,0.532528,0.433605,1.10268,0.361962,0.829388,0.697525,1.22876,1.40517,0.595253,0.602514,1.18795,1.56983,0.375186,0.37994,0.74905,0.990064,0.00,0.00,0.00,0.00,20.9713,21.2367,41.8658,55.3385,4.56799,4.32622,8.21896,10.4002,2.13289,2.04574,3.91713,4.99709,4.54468,4.05347,7.43175,8.98294,0.367894,0.254289,0.732168,0.606035,2.29318,1.99549,3.5977,4.25343,0.472309,0.478276,0.942823,1.24627,0.674262,0.564317,0.98953,1.12477,0.0453676,0.0454747,0.089938,0.11921,0.498223,0.426776,0.761429,0.887732
2198,9.34682,3.94942,1.59422,0.078154,0.187201,0.179743,0.194735,0.184516,0.432232,0.421714,0.442966,0.367671,0.826883,0.831202,0.830023,0.0297902,0.0526421,0.0613421,0.0460166,8.37807,64.333,33.5005,36.559,8.85376,47.2052,26.4288,28.1822,4.51221,30.1758,16.533,18.2962,0.702875,4.47617,2.3711,2.3104,0.152185,0.289409,0.455553,0.19669,3.62966,11.117,8.9649,9.74925,4.70955,12.9642,10.1795,8.66649,2.08926,5.6292,5.05481,5.27219,0.0201449,0.0537737,0.0484341,0.0634622,0.837598,3.52739,2.53114,2.33115,0.400667,0.523299,0.941385,0.338867,0.893791,0.762565,1.35034,1.54565,0.648855,0.662423,1.30413,1.72072,0.416218,0.424937,0.836578,1.10383,0.00,0.00,0.00,0.00,23.263,23.7506,46.7557,61.6936,4.90644,4.72027,8.99957,11.418,2.32339,2.25851,4.3348,5.53927,4.78114,4.30426,7.89172,9.50572,0.377774,0.250717,0.845046,0.601186,2.4832,2.19124,3.96708,4.69311,0.523883,0.534867,1.05289,1.38931,0.701126,0.598953,1.06042,1.21516,0.0500615,0.050456,0.0997762,0.132067,0.529393,0.46171,0.829498,0.970659
2199,9.16611,3.97877,1.76733,0.0994054,0.233798,0.226608,0.245097,0.232733,0.535972,0.527243,0.554586,0.460114,1.01465,1.02937,1.02851,0.0393007,0.0649702,0.0768413,0.0565427,11.1883,94.2749,48.9411,54.2566,10.906,63.6789,36.0473,39.4702,5.90736,43.0765,23.444,26.2999,0.905177,6.38054,3.44836,3.47116,0.229603,0.348727,0.691104,0.243826,4.56809,14.3563,11.5234,12.5981,5.47907,14.905,12.2347,10.6336,2.62181,7.19431,6.37584,6.66416,0.027564,0.0738774,0.0671383,0.0864617,1.11874,5.19217,3.53654,3.32733,0.546002,0.54984,1.31058,0.42398,1.5177,1.22878,2.11599,2.312,0.855663,0.866174,1.71046,2.25692,0.548765,0.555524,1.09701,1.4475,0.00,0.00,0.00,0.00,30.6737,31.0507,61.3125,80.906,7.12049,6.61755,12.466,15.5215,3.31555,3.12601,5.94302,7.47264,7.61375,6.52283,11.6834,13.5729,0.4984,0.320725,1.02989,0.72241,4.05292,3.39693,5.99462,6.80951,0.69082,0.699296,1.38074,1.82206,1.18825,0.964022,1.66001,1.81575,0.0663739,0.0665139,0.131718,0.174356,0.876108,0.72529,1.2689,1.4228
2200,8.9406,3.7106,1.47517,0.0355032,0.0831887,0.0792058,0.0871591,0.0819691,0.188041,0.181795,0.194287,0.162213,0.355615,0.354651,0.359951,0.0341354,0.0432218,0.0448823,0.0347719,1.88566,7.85593,5.06782,5.47433,2.64077,8.65246,6.12028,6.68731,1.19568,4.39265,3.06403,3.45473,0.292719,1.34614,0.834149,0.833753,0.0598105,0.0676527,0.143263,0.0501969,1.49659,3.75012,3.37491,3.73834,1.7752,3.89244,3.6335,3.11471,0.878381,2.03825,1.95838,2.06065,0.00871169,0.0240774,0.0202859,0.028261,0.446602,1.26366,1.06719,0.970566,0.17031,0.157327,0.356317,0.129246,0.207403,0.177276,0.315201,0.367301,0.166121,0.167917,0.330532,0.437308,0.102514,0.103722,0.204119,0.2702,0.00,0.00,0.00,0.00,5.73047,5.79786,11.4097,15.1034,1.18647,1.1409,2.1837,2.79905,0.558119,0.541323,1.04108,1.342,1.224,1.11015,2.05575,2.52501,0.116036,0.0892189,0.227145,0.22112,0.58258,0.514689,0.935585,1.12388,0.129068,0.130583,0.256972,0.340161,0.159333,0.136911,0.244126,0.285836,0.0123639,0.0123737,0.0244277,0.0324371,0.130115,0.112363,0.201275,0.237202
2201,8.96214,3.03843,1.41767,0.0941706,0.238806,0.205685,0.24786,0.21621,0.542444,0.469368,0.555172,0.42356,1.02607,0.90065,1.02919,0.0784114,0.120887,0.112642,0.100696,8.10617,64.9184,34.2827,38.9823,8.36488,45.8465,26.9322,31.2929,4.50529,30.5824,17.0187,19.7634,0.982348,6.43012,3.55178,3.91554,0.113563,0.215371,0.25195,0.160633,4.11629,12.7934,9.84389,11.8073,4.49126,12.1172,9.54862,9.78748,2.37517,6.6998,5.43141,6.32911,0.0225065,0.0658056,0.0511488,0.0771109,1.39779,5.80165,3.84189,4.01149,0.336209,0.456276,0.572059,0.407336,0.630194,0.590408,1.09066,1.35276,0.696507,0.717875,1.40743,1.84842,0.432681,0.446593,0.875282,1.14975,0.00,0.00,0.00,0.00,24.1906,24.9672,48.9399,64.2771,4.5588,4.59099,8.8715,11.5049,2.17494,2.20221,4.25675,5.5465,4.15294,4.03888,7.67209,9.75661,0.342068,0.28008,0.540112,0.706526,1.89728,1.82025,3.41649,4.3023,0.544928,0.5624,1.10253,1.44785,0.49194,0.462051,0.853967,1.06104,0.051732,0.0526921,0.103926,0.13666,0.414572,0.388814,0.720921,0.894583
2202,9.43169,3.56568,1.79652,5.72895,4.18982,3.56076,2.46916,13.1564,9.63927,8.20015,5.67558,22.0446,16.3335,13.9674,9.68822,4.98406,3.46707,2.95181,1.92602,20.9383,187.942,97.3036,108.632,19.2715,122.001,69.3919,77.6527,11.1482,87.4467,47.1031,53.2289,2.57995,13.7981,7.90531,8.05906,0.401472,0.530377,1.08413,0.401287,8.65371,27.7899,21.8016,24.1848,10.496,28.1279,23.7442,21.8057,33.9003,34.0242,28.6941,23.5942,0.047195,0.129232,0.109049,0.152266,2.71419,12.1533,8.12156,7.98379,0.997592,1.03585,2.08237,0.910421,60.414,8.55545,32.9288,19.5156,21.2407,3.83806,13.0306,9.18464,8.53541,1.82503,5.70527,4.42654,0.00,0.00,0.00,0.00,66.5723,51.2968,105.988,130.989,9.16548,9.20017,17.6838,22.6329,4.37073,4.42298,8.53218,10.9786,8.20858,7.88665,14.8343,18.4535,0.563643,0.41348,1.14825,1.01549,11.8115,4.76631,11.1168,10.8981,1.05451,1.10036,2.15637,2.82391,1.10547,1.0094,1.83933,2.20044,0.0999681,0.102844,0.202727,0.266058,0.857129,0.798019,1.47343,1.79022
2203,9.60501,3.49559,1.5084,0.60476,0.730251,0.647267,0.617129,1.41262,1.71,1.52094,1.4324,2.48973,3.12415,2.82553,2.62488,0.52504,0.469603,0.427755,0.318036,26.8525,256.194,129.603,145.144,23.2716,162.101,87.278,97.4376,13.7714,117.411,61.2953,69.3671,2.45868,18.8134,9.91423,10.7069,0.295549,0.902682,1.00674,0.603971,8.6645,31.4829,23.1255,26.2919,10.5308,33.3903,24.844,23.6179,7.2763,17.3879,14.0113,14.8794,0.045803,0.131356,0.107521,0.155742,2.86014,15.2006,9.50619,9.8223,0.731224,1.20716,1.7538,0.951807,23.7979,4.36111,14.2852,9.81464,9.05597,2.61591,7.17021,6.53844,3.91557,1.43914,3.61441,3.63707,0.00,0.00,0.00,0.00,66.7228,61.9921,124.12,160.477,11.9408,11.746,22.5615,28.8867,5.68363,5.64101,10.8916,14.0257,11.049,10.3363,19.2783,23.8402,0.875106,0.653192,1.76958,1.60802,8.39144,5.4059,10.7872,12.1518,1.33772,1.37602,2.71061,3.56729,1.53073,1.36063,2.44832,2.9008,0.127678,0.129366,0.256248,0.338405,1.17653,1.0651,1.94402,2.34219
2204,9.61313,3.3135,1.35169,0.113578,0.2871,0.260362,0.296699,0.273123,0.682354,0.621275,0.694116,0.544407,1.31694,1.22374,1.31217,0.087459,0.131712,0.129213,0.108956,13.6941,120.336,61.9637,69.283,12.9004,80.057,44.5669,49.8273,7.30433,56.1315,30.0914,34.1344,1.25094,9.01521,4.82403,5.15792,0.160555,0.361447,0.515532,0.259167,5.3674,18.0162,13.752,15.678,6.53157,19.3073,14.9506,14.1615,3.17024,9.428,7.78962,8.60479,0.0285119,0.0824153,0.0671025,0.0976973,1.59502,7.57129,4.95635,5.02379,0.429702,0.637389,1.02281,0.533523,1.12097,1.00031,1.79606,2.13967,0.977676,1.0075,1.97818,2.60628,0.622007,0.641234,1.25894,1.6588,0.00,0.00,0.00,0.00,34.7642,35.8375,70.3595,92.7041,6.97332,6.87668,13.1606,16.8844,3.32262,3.30636,6.35952,8.20695,6.43143,6.02749,11.1923,13.8715,0.453979,0.353346,0.912026,0.868026,3.21813,2.96099,5.42807,6.63095,0.782875,0.807018,1.5844,2.0875,0.892427,0.795304,1.42451,1.6944,0.074574,0.0758034,0.149598,0.197769,0.685775,0.622499,1.13151,1.36795
2205,9.09975,3.21471,0.971338,4.23201,3.18915,2.71072,1.94765,9.56806,7.2331,6.15411,4.41721,16.0352,12.2903,10.5042,7.56706,3.5677,2.50828,2.14248,1.41414,10.4919,49.3538,30.0202,33.3773,14.3883,51.6673,34.5769,39.0583,6.6983,27.4679,18.042,20.8839,1.70423,6.18597,3.90403,3.82343,0.236488,0.304045,0.550942,0.244342,7.97825,21.4388,18.1214,21.0303,9.43959,22.6874,19.1842,18.0874,25.0174,25.5807,22.1008,19.2044,0.0429685,0.12289,0.0996237,0.145424,2.17006,6.20354,5.02883,4.82041,0.709398,0.827575,1.4506,0.729726,48.7849,6.89388,26.4326,15.3659,16.7047,2.66983,9.68379,6.32001,6.60834,1.19184,4.05594,2.85444,0.00,0.00,0.00,0.00,38.5377,25.5663,54.5405,65.2724,5.4386,5.1622,9.60593,11.8804,2.50222,2.41039,4.51776,5.6519,6.24725,5.46715,9.69257,11.2238,0.39142,0.309438,0.682713,0.704066,9.46001,3.48867,7.96186,7.06449,0.509473,0.531343,1.04188,1.36793,0.939276,0.772552,1.30312,1.41433,0.0481126,0.0494993,0.0976624,0.128492,0.711481,0.594066,1.01732,1.12242
2206,9.1971,3.40077,1.26169,0.402188,0.662881,0.569549,0.607407,0.916177,1.5168,1.30488,1.37117,1.66104,2.80512,2.44825,2.51557,0.406312,0.425983,0.383489,0.304306,20.7006,178.814,91.2103,102.445,20.3568,122.463,68.3824,77.5777,11.1804,83.605,44.5503,50.885,2.34098,15.1838,8.34049,8.96877,0.349599,0.433135,0.880838,0.326259,9.20409,30.3763,22.8574,26.699,10.2531,30.08,22.8703,22.5453,6.25958,16.4074,13.1544,14.6514,0.0530896,0.144234,0.118623,0.171243,3.0563,13.416,8.78284,9.05977,0.927324,0.99319,1.77772,0.869485,16.9589,3.27796,10.5061,7.29535,6.64395,2.1224,5.55354,5.17726,2.90897,1.17746,2.83355,2.90477,0.00,0.00,0.00,0.00,54.241,51.8963,101.372,131.182,9.48438,9.56146,18.0892,23.3113,4.51815,4.58868,8.70882,11.2766,8.38757,8.13164,15.0995,18.9975,0.53757,0.354591,0.987419,0.868044,6.12222,4.14454,8.20786,9.45192,1.10438,1.1539,2.22169,2.92109,1.10899,1.02089,1.83865,2.2302,0.104073,0.107276,0.208292,0.274418,0.865735,0.813803,1.48302,1.82546
2207,9.587,3.98659,1.40149,0.200381,0.504427,0.453084,0.504633,0.476939,1.20212,1.08003,1.18302,0.951631,2.32211,2.12571,2.23659,0.145376,0.223395,0.216263,0.180707,28.1418,273.261,134.972,149.826,24.717,173.939,91.8871,101.538,14.4796,125.777,64.0806,71.8148,2.43783,18.8313,9.83566,10.3328,0.540243,0.652454,1.47085,0.469221,9.63556,34.6797,25.2453,28.2176,11.7734,36.958,27.2338,25.6628,5.61335,17.7364,14.0213,15.2182,0.0495156,0.127933,0.116187,0.150384,2.92633,15.6657,9.59436,9.77454,1.19793,1.14181,2.50447,0.952118,1.77544,1.64334,2.97595,3.5768,1.73977,1.82989,3.52093,4.60366,1.10633,1.16435,2.23974,2.92852,0.00,0.00,0.00,0.00,61.8411,65.0835,125.186,163.693,11.9859,12.1482,22.9917,29.4155,5.73501,5.85613,11.1301,14.2907,10.6177,10.2955,19.1021,23.7795,0.704274,0.431855,1.58736,1.05334,5.22477,4.98193,9.15637,11.2531,1.3928,1.46581,2.81927,3.68666,1.41886,1.30693,2.36197,2.83125,0.131025,0.136145,0.264035,0.345661,1.10676,1.04101,1.89996,2.31362
2208,9.55493,3.56273,1.29699,0.314985,0.798572,0.699653,0.796792,0.75655,1.90956,1.67529,1.87454,1.54069,3.78876,3.36139,3.63852,0.154605,0.297956,0.276361,0.251312,91.5686,1039.93,503.882,565.788,63.941,596.647,297.161,332.654,42.8583,460.914,225.862,254.885,6.1622,62.0831,30.8063,33.4716,1.07737,1.65653,3.70435,1.12134,17.4278,84.666,53.3762,60.4609,22.0856,89.1948,57.2697,57.9894,9.8366,39.875,27.4563,30.5697,0.0634618,0.170381,0.147981,0.201067,6.24631,49.1129,26.352,28.5038,2.01387,2.10748,4.4857,1.72779,5.33215,4.71761,8.43438,9.83851,4.35924,4.55191,8.85792,11.6423,2.79599,2.91976,5.68167,7.46769,0.00,0.00,0.00,0.00,156.295,163.214,317.594,417.432,32.0076,31.6493,60.0418,76.3193,15.1764,15.1578,28.9163,37.0012,29.5105,27.5606,50.7706,61.9607,1.7057,0.986475,3.48891,2.29416,15.1448,13.8639,25.2646,30.3458,3.52024,3.67611,7.15299,9.40165,4.29913,3.77843,6.73694,7.82255,0.332197,0.341943,0.669805,0.882048,3.19996,2.897,5.24614,6.24368
2209,9.24553,3.51396,1.08167,0.0604902,0.157521,0.134628,0.155508,0.143457,0.373868,0.319425,0.363067,0.290001,0.737793,0.636659,0.700776,0.0978539,0.120574,0.107844,0.0919371,3.239,15.3044,9.31607,10.4271,4.35593,15.7556,10.6126,12.0819,2.0462,8.50107,5.5483,6.42902,0.587076,2.89364,1.75382,1.86532,0.108037,0.142915,0.247613,0.10784,2.57338,7.13106,5.83742,6.76396,3.25848,8.35686,6.80613,6.77138,1.57388,4.17326,3.52453,3.95962,0.0116239,0.0321192,0.0263857,0.0377112,0.928662,3.01912,2.24648,2.30603,0.311326,0.338894,0.620265,0.299572,0.213511,0.199881,0.365317,0.446445,0.234858,0.244855,0.472706,0.619398,0.142173,0.148706,0.28666,0.375696,0.00,0.00,0.00,0.00,7.94784,8.31308,16.0252,21.0021,1.53801,1.55746,2.96174,3.81355,0.725224,0.739329,1.40876,1.82101,1.47514,1.44169,2.71316,3.42986,0.147828,0.114478,0.281838,0.290062,0.637989,0.613538,1.13688,1.41567,0.179019,0.187247,0.36096,0.473051,0.171265,0.159385,0.290468,0.353771,0.0168575,0.0173828,0.0337403,0.0443175,0.144499,0.134427,0.244982,0.298648
2210,8.83005,2.80829,1.41584,0.0424044,0.109963,0.0914058,0.110101,0.0994092,0.256484,0.21369,0.252912,0.199145,0.501541,0.42055,0.483664,0.0915354,0.115538,0.102488,0.0898902,1.84287,6.40636,4.429,5.19764,2.71594,8.26538,6.08227,7.3029,1.23821,4.01976,2.92959,3.5617,0.569077,2.68415,1.66557,1.85734,0.0597816,0.114975,0.122941,0.0805485,1.73938,4.63934,3.78605,4.57842,2.09084,5.12461,4.17253,4.40501,1.05483,2.7187,2.25898,2.64662,0.00818173,0.0232573,0.0182476,0.0273335,0.89543,2.801,2.07647,2.21543,0.193727,0.250571,0.332664,0.223847,0.124631,0.114104,0.206797,0.255563,0.139417,0.142117,0.274447,0.363498,0.0817281,0.0835635,0.160993,0.213519,0.00,0.00,0.00,0.00,4.56959,4.67215,9.0024,11.938,0.89749,0.888662,1.68584,2.19587,0.417201,0.4158,0.788972,1.03355,0.92102,0.88437,1.6644,2.12739,0.104356,0.0890784,0.183837,0.226351,0.371278,0.349028,0.642774,0.809216,0.102943,0.105252,0.202824,0.268931,0.0999466,0.0909903,0.164354,0.202447,0.00974642,0.00983743,0.0190916,0.0253447,0.0892768,0.0800919,0.143861,0.175173
2211,9.00397,3.40411,1.54203,0.0321055,0.0725416,0.068668,0.0749566,0.0764319,0.169429,0.160757,0.172586,0.154775,0.327603,0.318817,0.326806,0.0322365,0.0423547,0.0425655,0.0345854,1.52925,6.08231,4.1429,4.56413,2.11013,6.5121,4.96858,5.58548,0.992529,3.48772,2.53232,2.90768,0.236199,0.941484,0.645613,0.651043,0.0538338,0.0515397,0.131102,0.0413435,1.33302,3.19458,2.90382,3.20915,1.66602,3.3386,3.2833,2.93538,0.824509,1.84022,1.73963,1.83611,0.00641739,0.0180136,0.0150906,0.0212335,0.444512,1.11067,0.964565,0.891945,0.156033,0.141875,0.338098,0.128131,0.101687,0.0932592,0.17431,0.214739,0.110047,0.111725,0.219499,0.290279,0.0688719,0.0699727,0.137443,0.181822,0.00,0.00,0.00,0.00,3.85021,3.91171,7.68354,10.1643,0.732476,0.72317,1.40194,1.82155,0.349501,0.347118,0.674517,0.880055,0.653145,0.623885,1.19221,1.51491,0.0490874,0.034518,0.105571,0.0865416,0.305081,0.286884,0.543153,0.682105,0.0867251,0.0881095,0.173068,0.22894,0.0812442,0.074256,0.138326,0.170003,0.00823899,0.00826914,0.0163205,0.0216275,0.0659668,0.0608525,0.114009,0.141272
